,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
33,Chocolate,CHOCOLATE,CHANMINA,2017-11-15,182466,55,0,1,0.795,0.0614,0.742,2.64e-06,0.0669,-4.722,0.0556,92.002,4,0.267,morning
34,LADY,未成年,CHANMINA,2017-03-08,210733,48,0,1,0.482,0.29,0.67,3.06e-06,0.316,-5.264,0.235,97.85,4,0.882,morning
35,alarm,alarm,KeeP,2021-02-27,141126,44,4,1,0.606,0.675,0.514,0.0,0.125,-13.109,0.201,159.944,4,0.347,morning
36,そんなもんだ,色んな所へ行こう,心之助,2019-04-30,152600,36,6,0,0.674,0.285,0.902,0.0,0.31,-4.398,0.18,103.934,4,0.612,morning
37,友達と呼ぶのでしょう,White Songs,心之助,2020-12-25,243572,32,7,1,0.76,0.382,0.655,0.0,0.331,-7.688,0.0407,99.989,4,0.516,morning
38,なんでも言っちゃって (feat. JP THE WAVY),なんでも言っちゃって (feat. JP THE WAVY),LEX,2021-08-04,146666,0,2,0,0.799,0.0344,0.676,0.0,0.0991,-4.757,0.0564,108.004,4,0.663,morning
39,PORSCHEでKISS,PORSCHEでKISS,t-Ace,2019-03-20,198900,48,7,1,0.729,0.0126,0.646,2.24e-06,0.259,-5.008,0.0355,99.989,4,0.565,morning
40,Light It Up,Light It Up,Banty Foot,2021-06-16,213123,44,7,1,0.75,0.0397,0.848,0.0,0.132,-3.808,0.0551,91.931,4,0.874,morning
41,CHU HI,CHU HI,MIYACHI,2021-08-20,176051,37,8,0,0.85,0.102,0.72,3.29e-05,0.354,-6.981,0.0615,119.992,4,0.621,morning
42,GILA GILA,GILA GILA,Awich,2021-07-30,251818,56,11,1,0.854,0.0307,0.789,0.0,0.307,-5.996,0.217,132.02,4,0.443,morning
43,CBD(Remix) (feat. Red Eye & D.O),CBD(Remix) (feat. Red Eye & D.O),KOHH,2021-08-20,301074,51,1,1,0.928,0.0516,0.393,0.0,0.0553,-9.486,0.367,127.961,4,0.526,morning
44,And I Love You So,THE CARTEL FROM STREETS,AK-69,2009-09-02,377239,51,6,0,0.624,0.0654,0.723,0.0,0.108,-5.162,0.0287,143.975,4,0.278,morning
45,甘えちゃってSorry,甘えちゃってSorry,AYA A.K.A PANDA,2017-11-01,182668,52,8,1,0.74,0.0618,0.592,0.0,0.065,-8.159,0.239,140.043,4,0.747,morning
46,"WAVEBODY (Remix) feat. OZworld, LEX & ¥ellow Bucks",WAVY TAPE 2(Deluxe),JP THE WAVY,2021-09-22,223266,55,1,1,0.889,0.0273,0.721,0.000189,0.139,-6.061,0.159,87.464,4,0.839,morning
47,High School Dropout,Yours,DADA,2021-08-06,168148,56,7,1,0.717,0.374,0.721,0.0,0.133,-4.95,0.061,162.028,4,0.37,morning
48,運命,Break myself,KeeP,2021-09-18,204246,47,9,1,0.732,0.716,0.764,5.23e-06,0.119,-5.014,0.147,72.996,4,0.427,morning
49,Chevy,Make U Dirty,MUD,2017-07-26,197028,37,6,1,0.793,0.334,0.713,0.0,0.405,-4.698,0.309,152.031,4,0.793,morning
50,Suicide,BAD HOP WORLD,BAD HOP,2020-08-07,202810,40,9,1,0.691,0.00922,0.526,0.0,0.155,-8.213,0.0484,144.044,4,0.437,morning
51,Hangover - Cover,Hangover (Cover),Repezen Foxx,2021-08-06,204000,0,1,1,0.812,0.185,0.637,0.000886,0.165,-7.37,0.07,105.013,4,0.484,morning
52,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Tokyo Drift (Fast & Furious),Teriyaki Boyz,2006-01-01,255946,71,6,1,0.757,0.178,0.892,4.19e-05,0.0719,-5.321,0.124,127.014,4,0.936,morning
53,Let's Get Eat,APOSTROPHE,T-STONE,2019-10-23,158995,45,9,1,0.896,0.353,0.45,0.0,0.102,-11.738,0.217,139.994,4,0.584,morning
54,DOWN,Yours,DADA,2021-08-06,166896,51,7,0,0.689,0.268,0.683,1.81e-06,0.0392,-6.21,0.209,174.06,4,0.631,morning
55,happy end -2021-,happy end -2021-,心之助,2021-12-25,258499,23,1,0,0.662,0.303,0.84,0.0,0.305,-4.973,0.0393,87.974,4,0.669,morning
56,SCRAMBLE,SCRAMBLE,Matt Cab,2021-11-26,167521,43,2,1,0.498,0.163,0.902,0.0,0.252,-3.232,0.0401,175.121,4,0.791,morning
57,涙,ケツノポリス4,Ketsumeishi,2005-06-29,382680,50,8,1,0.671,0.185,0.806,0.0,0.0898,-4.354,0.0306,83.993,4,0.808,morning
58,MY PRAYER,MY PRAYER,THE RAMPAGE from EXILE TRIBE,2020-10-26,215931,44,0,1,0.425,0.592,0.575,0.0,0.0677,-5.167,0.0322,175.908,4,0.362,morning
59,"10,000 Hours","10,000 Hours",Keeneng,2019-10-12,164726,14,10,1,0.616,0.154,0.594,7.75e-05,0.139,-6.678,0.0332,179.945,4,0.432,morning
60,GIOTF (feat. JP THE WAVY),GIOTF (feat. JP THE WAVY),¥ellow Bucks,2022-01-24,163189,53,6,1,0.866,0.162,0.809,0.0,0.0688,-3.443,0.214,167.975,4,0.939,morning
61,High Wall,past & highway,guca owl,2021-06-26,237386,46,5,0,0.752,0.666,0.655,0.0,0.0977,-7.091,0.0968,94.97,4,0.925,morning
62,Cinema,Nobody's Station,O.A.KLAY,2022-02-11,177687,61,7,1,0.784,0.506,0.826,0.0,0.138,-5.282,0.0389,124.044,4,0.764,morning
63,unknowns,unknowns,O.A.KLAY,2022-01-01,316223,27,4,0,0.678,0.141,0.886,0.0,0.122,-3.911,0.0503,104.028,4,0.432,morning
64,Come On Baby,HOOD DREAMS,MaisonDe,2021-02-12,127528,37,1,1,0.844,0.0322,0.506,0.000549,0.0722,-9.535,0.235,97.045,4,0.637,morning
65,WATASHI,WATASHI,PIEC3 POPPO,2020-11-10,168062,39,5,0,0.871,0.402,0.781,1.04e-05,0.0763,-5.566,0.064,103.983,4,0.47,morning
66,ソラブネ,CHANGES 2,DJ COH,2021-03-12,220389,20,1,1,0.702,0.143,0.752,0.232,0.0967,-6.257,0.0512,97.653,4,0.428,morning
67,PAPER SHIT,T.B.T.H,eyden,2022-01-02,198055,47,0,1,0.937,0.281,0.38,0.0,0.0665,-10.6,0.537,140.019,4,0.871,morning
68,Smash!!!,Smash!!!,DJ KANJI,2021-05-25,118360,45,10,1,0.798,0.398,0.704,0.0,0.362,-7.345,0.11,138.082,4,0.889,morning
69,Stronger,THE ANTHEM,AK-69,2019-02-27,243040,46,5,1,0.635,0.0515,0.574,0.0,0.16,-6.911,0.0451,85.999,4,0.316,morning
70,XXな関係,PURPLE,心之助,2021-08-30,157840,27,7,1,0.773,0.0586,0.796,3.76e-06,0.0583,-2.969,0.0532,99.992,4,0.594,morning
71,Unlimited,Unlimited,BLOOM VASE,2021-12-17,166666,24,1,0,0.739,0.497,0.779,1.27e-06,0.131,-3.559,0.0395,89.975,4,0.407,morning
72,Nasty Nasty Girl,The Message,MC Tyson,2016-08-10,265506,20,6,1,0.705,0.0594,0.708,1.44e-06,0.129,-6.724,0.0893,169.964,4,0.565,morning
73,My Vision - Piano Ver.,My Vision (Piano Ver.),心之助,2022-02-14,254000,19,11,1,0.551,0.726,0.454,1.28e-06,0.206,-11.102,0.0715,176.084,4,0.316,morning
74,GAL - Mixed,FTL Mixtape vol.2 (mixed by Thlive - DJMIX),Thlive,2021-11-30,146629,40,1,1,0.826,0.00439,0.453,0.0,0.372,-12.285,0.336,156.307,4,0.807,morning
75,おわかれ,おわかれ,Hiplin,2022-02-23,224403,29,9,1,0.474,0.0191,0.563,0.0,0.0914,-6.226,0.0776,71.112,4,0.538,morning
76,ハート,ハート,Aimyon,2021-10-20,271280,64,6,1,0.661,0.543,0.448,0.0,0.0818,-5.761,0.0522,78.114,4,0.299,morning
77,もぐらの唄,もぐらのアルバム,Express,2014-01-29,329740,48,1,0,0.567,0.041,0.835,7.76e-06,0.113,-2.895,0.0952,179.969,4,0.59,morning
78,Crayon,Crayon,ZOT on the WAVE,2022-02-04,176680,64,8,1,0.791,0.157,0.859,3.71e-06,0.446,-4.524,0.0448,140.017,4,0.946,morning
79,Model,Model,YRD Leo,2020-01-06,120111,51,11,1,0.594,0.76,0.626,0.0,0.148,-6.928,0.0366,160.022,4,0.125,morning
80,Exp.,DOORS,13ELL,2017-12-26,229714,34,1,1,0.627,0.649,0.828,0.0,0.0768,-4.604,0.0386,139.996,4,0.657,morning
81,ハジマリ,ハジマリ,GADORO,2020-03-11,282791,30,8,1,0.546,0.477,0.678,2.76e-06,0.0975,-7.627,0.335,167.677,4,0.815,morning
82,2022,2022,虎韻,2022-01-16,138461,46,5,0,0.809,0.421,0.751,0.0,0.134,-4.417,0.0893,90.947,4,0.572,morning
83,裸の心,おいしいパスタがあると聞いて,Aimyon,2020-09-09,296653,62,8,1,0.559,0.537,0.448,1.85e-05,0.0915,-4.11,0.0275,148.02,4,0.354,morning
84,Enemy,Yours,DADA,2021-08-06,180200,47,1,1,0.705,0.464,0.599,0.0,0.185,-4.789,0.0551,74.989,4,0.311,morning
85,太陽と空,太陽と空,心之助,2017-05-02,252000,34,8,1,0.629,0.148,0.868,0.0,0.0827,-5.032,0.0624,99.974,4,0.677,morning
86,春空,春空,鈴木鈴木,2022-02-28,254297,52,7,1,0.539,0.628,0.57,0.0,0.339,-4.876,0.0453,79.974,4,0.459,morning
87,なぁ,なぁ,YOAKE,2021-06-30,194344,63,0,1,0.599,0.0431,0.673,0.0,0.0987,-6.723,0.07,169.991,4,0.823,morning
88,正解 - 18FES ver.,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,357426,58,9,1,0.465,0.847,0.384,0.0,0.196,-7.265,0.0269,82.351,4,0.35,morning
89,Sugar Baby,Sugar Baby,L-Baby,2020-12-27,201567,52,8,1,0.746,0.488,0.404,0.00106,0.175,-6.369,0.142,76.927,4,0.244,morning
90,そっけない,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,389466,61,0,1,0.626,0.594,0.399,0.0,0.101,-7.304,0.0363,109.916,4,0.184,morning
91,香水,香水,Eito,2019-04-21,252594,52,3,1,0.848,0.824,0.352,0.0,0.0906,-6.838,0.041,121.833,4,0.776,morning
92,The Next Episode,2001,Dr. Dre,1999-11-16,161506,81,10,0,0.922,0.0281,0.909,0.0,0.0856,-2.429,0.27,95.295,4,0.309,morning
93,Me Too,The Plain,KOWICHI,2016-10-12,197880,40,11,1,0.821,0.00307,0.662,0.0,0.0827,-6.191,0.0337,105.025,4,0.815,morning
94,SAIL AWAY,SAIL AWAY,心之助,2022-04-04,170253,26,11,0,0.661,0.000857,0.904,0.0,0.0504,-4.537,0.0936,92.449,4,0.96,morning
95,愛言葉,Memories,Tani Yuuki,2021-12-08,286546,66,0,1,0.602,0.422,0.58,0.0,0.352,-6.029,0.0327,148.079,4,0.323,morning
96,WHERE IS THE LOVE?,WHERE IS THE LOVE?,Shurkn Pap,2020-01-17,159134,49,1,1,0.649,0.00364,0.636,0.0544,0.406,-7.207,0.106,172.045,4,0.558,morning
97,SAYONARA,STRONGER,HITOMIN,2020-07-26,211755,53,0,1,0.646,0.0885,0.793,0.0,0.337,-3.838,0.0616,164.968,4,0.234,morning
98,I AM THE BEST,COLLECTION,2NE1,2012-03-28,210706,34,0,1,0.813,0.00715,0.822,0.0068,0.0497,-3.868,0.0374,128.015,4,0.727,morning
99,ALL GODS BLESS ME,RYKEYDADDYDIRTY,RYKEYDADDYDIRTY,2022-03-08,197241,56,1,1,0.725,0.157,0.738,0.0,0.0741,-4.858,0.343,86.973,4,0.691,morning
100,Earth,Earth,Lil Dicky,2019-04-18,281500,63,2,1,0.694,0.639,0.664,0.0,0.0929,-4.649,0.05,95.941,4,0.676,morning
101,first love,Sounds Good,CREAM,2018-09-19,183804,45,2,1,0.771,0.286,0.502,0.0,0.0988,-8.078,0.143,96.999,4,0.261,morning
102,Trip,Bad Bitch,HITOMIN,2019-09-20,284250,52,5,1,0.649,0.0797,0.713,0.0,0.112,-3.533,0.0336,100.056,4,0.326,morning
103,FEELINGS,FEELINGS,3House,2021-08-25,110424,55,8,1,0.708,0.637,0.445,6.36e-06,0.11,-9.269,0.0569,73.019,4,0.817,morning
104,TOKIOKI,Chawalit,Tokyo Young Vision,2021-07-09,273614,42,9,0,0.766,0.159,0.676,0.0,0.104,-5.817,0.175,100.1,4,0.425,morning
105,COZY LIFE,COZY LIFE TAPE VOL.1,Tim Pepperoni,2022-01-23,155590,21,6,0,0.558,0.000891,0.829,0.0,0.189,-4.451,0.104,160.723,4,0.416,morning
106,Luv Ya,THE MESSAGE 4,MC Tyson,2021-12-17,180125,36,0,1,0.749,0.405,0.8,0.0,0.146,-3.746,0.068,101.045,4,0.497,morning
107,変わらないで,変わらないで,15MUS,2022-02-23,214050,38,5,1,0.745,0.84,0.84,8.59e-05,0.121,-4.882,0.0459,100.015,4,0.726,morning
108,Kamisama,Kamisama,TEN's UNIQUE,2021-01-13,230000,37,0,1,0.594,0.671,0.622,1.1e-06,0.101,-7.569,0.236,168.019,4,0.786,morning
109,少年,少年,SOUTH BLUE,2020-12-14,183530,44,7,1,0.59,0.768,0.695,0.0,0.121,-6.232,0.0412,184.025,4,0.849,morning
110,I LIKE IT,BABY MODE,Billy Laurent,2021-07-31,163000,39,5,1,0.837,0.432,0.511,0.0,0.125,-8.159,0.155,89.986,4,0.525,morning
111,僕らまた,僕らまた,SG,2021-04-04,197307,66,10,1,0.679,0.713,0.298,0.0,0.0917,-13.374,0.168,77.91,4,0.698,morning
112,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015,229525,82,10,1,0.689,0.369,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4,0.283,morning
113,口に出して,口に出して,Awich,2021-08-27,143195,39,6,0,0.921,0.0219,0.665,0.0,0.0643,-6.297,0.165,96.017,4,0.729,morning
114,超ヤバい,おとな。,t-Ace,2017-11-15,195588,51,2,1,0.775,0.327,0.683,0.0,0.333,-3.853,0.0403,102.025,4,0.655,morning
115,Bitch Tomorrow,The Gold,Hawk,2021-05-10,161868,43,5,1,0.711,0.178,0.737,0.0,0.176,-4.605,0.0957,97.83,4,0.288,morning
116,美人,美人,CHANMINA,2021-03-19,158621,51,1,1,0.796,0.0109,0.733,4.16e-06,0.24,-5.995,0.0986,94.998,4,0.412,morning
117,ハレンチ,ハレンチ,CHANMINA,2021-09-24,198709,55,11,0,0.713,0.0469,0.869,1.33e-06,0.383,-6.002,0.0519,120.021,4,0.56,morning
118,NINOKUNI,OZWORLD,OZworld,2019-06-09,257282,57,9,0,0.753,0.238,0.825,0.0,0.0669,-3.737,0.0771,129.958,4,0.815,morning
119,Mango Loco,Mango Loco,JP THE WAVY,2022-04-12,133402,46,9,0,0.767,0.00916,0.619,0.568,0.115,-7.43,0.0776,103.062,4,0.439,morning
120,愛とか恋とか,愛とか恋とか,Novelbright,2022-04-15,232476,67,6,1,0.696,0.695,0.547,0.0,0.0985,-5.088,0.0401,90.03,4,0.423,morning
121,FOREVER,THE MESSAGE Ⅲ,MC Tyson,2020-12-18,166830,51,2,1,0.638,0.0698,0.829,0.000132,0.375,-4.696,0.0438,159.906,4,0.493,morning
122,LOST LOVE,LOST LOVE,Lil Leon,2021-09-25,198375,25,8,1,0.721,0.655,0.825,1.26e-05,0.12,-4.43,0.0496,159.991,4,0.951,morning
123,1st take,Auto Seeds,Zirafu,2020-06-18,200820,5,11,0,0.68,0.181,0.8,0.0,0.354,-6.324,0.0423,128.969,4,0.547,morning
124,Over Friends,Auto Seeds,Zirafu,2020-06-18,192853,7,6,1,0.715,0.59,0.649,0.0,0.129,-7.074,0.0366,136.869,4,0.34,morning
125,Dream Melody,DREAMS AND NIGHTMARES,DJ RYOW,2019-10-02,180102,39,9,1,0.676,0.0837,0.558,1.24e-06,0.16,-8.409,0.0406,159.904,4,0.526,morning
126,Take It Easy,SACULA,WILYWNKA,2018-09-19,229416,46,4,1,0.863,0.616,0.762,0.0,0.108,-3.531,0.0993,99.966,4,0.642,morning
127,CANDY B,M.B.S,Merry Delo,2022-01-07,151920,51,9,1,0.788,0.000805,0.786,0.0,0.306,-5.581,0.0422,100.005,4,0.365,morning
128,Girls (feat. Madcon),Together,Marcus & Martinus,2016-11-04,208960,52,8,1,0.86,0.185,0.753,0.0,0.197,-2.48,0.0397,117.961,4,0.916,morning
129,MY MELO,LAST TEENAGE LIFE,TOFU,2021-07-17,108000,25,10,1,0.728,0.0953,0.794,0.0,0.0787,-4.565,0.0401,159.931,4,0.718,morning
130,regret,regret,4yu,2021-12-25,227234,41,3,1,0.691,0.861,0.628,0.0,0.106,-7.19,0.069,93.913,4,0.849,morning
131,Life goes on,KEEP IT REAL,Lil Merry,2020-05-23,134765,46,2,1,0.881,0.146,0.762,0.0,0.11,-3.567,0.0945,99.983,4,0.23,morning
132,どれにしようかな,どれにしようかな,Awich,2022-02-04,160118,48,7,0,0.841,0.264,0.711,0.0,0.162,-5.259,0.204,108.088,4,0.645,morning
133,Marry Me (feat. Toya Wright),Boss Chick Music,Rasheeda,2012-06-18,233920,50,8,1,0.812,0.0392,0.502,0.000186,0.14,-8.205,0.0988,79.021,4,0.4,morning
134,Super Wave,BAD HOP WORLD,BAD HOP,2020-08-07,255948,43,1,1,0.713,0.0995,0.639,0.0,0.185,-6.996,0.0463,142.986,4,0.581,morning
135,花火,ハレンチ,CHANMINA,2021-10-13,196163,54,7,1,0.63,0.0107,0.731,1.15e-05,0.232,-5.568,0.0295,102.012,4,0.435,morning
136,Selfish,Selfish,Ralph,2020-02-19,224437,42,1,1,0.752,0.0344,0.869,0.00102,0.666,-5.344,0.254,139.959,4,0.453,morning
137,Jitsuryoku,Jitsuryoku,Hideyoshi,2020-10-14,236980,45,2,1,0.811,0.0143,0.731,1.35e-05,0.0982,-5.0,0.174,154.005,4,0.462,morning
138,Two,Two,YRD Leo,2022-03-25,136216,54,0,1,0.741,0.547,0.572,0.0,0.137,-9.586,0.0583,147.96,4,0.435,morning
139,Souzou,Days of Future Past,Mind Jack,2022-05-15,173413,16,7,1,0.723,0.705,0.683,0.0,0.0982,-6.347,0.0347,142.988,4,0.513,morning
140,DREAM ISLAND,DREAM ISLAND,RIEHATA,2022-05-16,147828,39,8,1,0.757,0.0621,0.786,0.0,0.187,-3.399,0.105,75.961,4,0.89,morning
141,Too Bad Day But... - Remix,Too Bad Day But... (Remix),Kvi Baba,2021-10-06,207315,53,8,1,0.802,0.507,0.694,0.000509,0.203,-7.015,0.0652,94.976,4,0.74,morning
142,caffè e llatte,caffè e llatte,VILLSHANA,2020-05-11,164062,46,1,1,0.762,0.134,0.638,0.00097,0.111,-4.181,0.0357,96.002,4,0.781,morning
143,Instagram,Instagram,SG,2021-11-24,195000,53,5,0,0.754,0.275,0.456,0.0,0.0887,-9.675,0.0831,175.805,4,0.66,morning
144,Euphoria,Euphoria,fumi,2022-04-17,193333,47,1,0,0.704,0.272,0.671,0.0,0.0897,-5.66,0.0651,134.982,4,0.46,morning
145,DRUG,DRUG,SUSHIBOYS,2019-04-08,235037,34,2,1,0.731,0.188,0.808,0.0,0.149,-4.481,0.229,132.96,4,0.771,morning
146,Peter Son,OZWORLD,OZworld,2019-06-09,345241,50,4,0,0.789,0.468,0.845,0.000632,0.0959,-2.848,0.0755,130.043,4,0.681,morning
147,Y (Please Tell Me Why),Cyworld BGM 2021,Soyou,2021-06-29,228694,8,8,1,0.501,0.326,0.665,0.0,0.202,-5.786,0.227,159.869,4,0.498,morning
148,MAKE IT UP,MAKE IT UP,eyden,2021-12-25,162222,44,9,1,0.938,0.394,0.551,0.0,0.238,-6.855,0.126,107.98,4,0.37,morning
149,人として,27,SUPER BEAVER,2016-06-01,244720,56,9,1,0.324,0.0039,0.847,0.0,0.0892,-3.732,0.046,164.191,4,0.491,morning
150,Suicide,BAD HOP WORLD DELUXE,BAD HOP,2021-02-22,202810,33,9,1,0.691,0.00922,0.526,0.0,0.155,-8.213,0.0484,144.044,4,0.437,morning
151,赤橙,創,ACIDMAN,2002-10-30,305933,46,10,1,0.591,0.0509,0.712,3.46e-05,0.122,-5.717,0.0298,135.75,4,0.696,morning
152,No Holidays,Millennium Baby,Evil Zuum,2021-12-03,168276,42,0,1,0.648,0.303,0.647,0.0,0.0896,-5.101,0.0449,75.498,4,0.214,morning
153,Life Goes on,Life Goes on,Repezen Foxx,2020-03-10,243000,53,8,1,0.834,0.644,0.833,0.0,0.063,-2.138,0.0315,105.017,4,0.834,morning
154,Super Star,KEEP IT REAL,Lil Merry,2020-05-23,167125,27,2,1,0.86,0.365,0.793,0.0,0.0932,-4.034,0.207,92.019,4,0.518,morning
155,Music My Life 24/7,Music My Life 24/7,Lil Merry,2021-03-14,175310,22,5,0,0.752,0.318,0.832,0.0,0.106,-3.628,0.124,89.981,4,0.478,morning
156,Fuck b*tch,Career up,Lil Merry,2021-09-01,186504,15,7,1,0.792,0.502,0.816,0.0,0.0816,-3.372,0.31,174.928,4,0.577,morning
157,OK! - Remix,POPCORN,Only U,2021-11-24,178533,32,11,1,0.784,0.0975,0.668,1.35e-06,0.167,-5.708,0.0626,152.958,4,0.935,morning
158,別の人の彼女になったよ,別の人の彼女になったよ,wacci,2018-08-22,303000,37,2,1,0.529,0.0252,0.631,0.0,0.346,-4.722,0.0263,72.035,4,0.462,morning
159,韻波句徒,BEST,CHEHON,2016-05-25,291440,61,10,0,0.806,0.408,0.863,0.0,0.0755,-2.679,0.0518,122.03,4,0.928,morning
160,オワリはじまり,めんそーれ、かりゆし,kariyushi58,2010-08-11,368880,52,7,1,0.652,0.12,0.772,0.0,0.171,-5.794,0.0318,114.999,4,0.426,morning
161,好きだから。,好きだから。,『ユイカ』,2021-06-27,298663,66,0,1,0.607,0.239,0.498,4.04e-06,0.313,-6.363,0.0311,164.993,4,0.714,morning
162,NiPPON (feat. Leon Fanourakis & SANTAWORLDVIEW),LiFE,LEX,2020-08-26,173485,50,1,1,0.718,0.107,0.848,1.28e-06,0.0899,-6.564,0.218,178.046,4,0.885,morning
