,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,morning,noon,evening,night
1099,会いたいわ,life ep,iri,2017-11-22,268320,50,9,1,0.744,0.437,0.557,2.25e-06,0.0578,-4.776,0.0971,144.006,4,0.575,0,0,0,1
1100,So Close,Enchanted (Original Motion Picture Soundtrack/Japanese Version),Various Artists,2008-03-05,228413,28,11,1,0.213,0.747,0.24,1.26e-06,0.117,-11.472,0.0321,78.061,4,0.175,0,0,0,1
1101,Never Grow Up - Acoustic Version,Never Grow Up (Acoustic Version),CHANMINA,2020-04-10,223500,39,10,1,0.614,0.306,0.762,0.0,0.0926,-4.575,0.0424,99.99,4,0.595,0,0,0,1
1102,絵空,Drama / 絵空,マルシィ,2020-05-31,289819,53,4,1,0.39,0.167,0.636,0.0,0.0586,-5.387,0.0344,161.944,4,0.196,0,0,0,1
1103,Letter,Tragicomedy,SHE'S,2020-07-01,262386,52,1,1,0.605,0.271,0.647,0.359,0.108,-6.679,0.0245,112.038,4,0.495,0,0,0,1
1104,今日も生きてて偉いね,今日も生きてて偉いね,堂村璃羽,2019-06-26,201003,29,11,0,0.859,0.693,0.46,0.0,0.0688,-7.533,0.0764,98.021,4,0.878,0,0,0,1
1105,想いあい,DAYS,the shes gone,2019-01-23,245580,50,9,1,0.592,0.0296,0.741,0.0,0.298,-5.736,0.0361,132.063,4,0.605,0,0,0,1
1106,Planet,Planet,Liza,2020-12-26,232307,43,0,1,0.692,0.39,0.674,0.0,0.309,-6.499,0.0921,92.01,4,0.495,0,0,0,1
1107,通り恋,濡れゆく私小説,indigo la End,2019-10-09,235449,52,0,1,0.534,0.0195,0.654,0.00137,0.239,-3.971,0.0277,80.126,4,0.364,0,0,0,1
1108,接吻,Sunny Side Of Original Love,Original Love,1993-12-08,280693,56,4,0,0.599,0.139,0.815,1.98e-05,0.142,-7.645,0.048,96.028,4,0.649,0,0,0,1
1109,LA・LA・LA LOVE SONG,LA・LA・LA LOVE SONG,Toshinobu Kubota,1996-05-13,289000,55,8,0,0.758,0.109,0.884,4.91e-05,0.0815,-5.727,0.0327,117.917,4,0.96,0,0,1,1
1110,10月無口な君を忘れる,10月無口な君を忘れる,あたらよ,2021-03-24,332285,55,5,1,0.262,0.0429,0.47,0.0,0.236,-4.663,0.0433,75.096,4,0.307,0,0,0,1
1111,inside you,eyes,milet,2020-06-03,222306,59,7,1,0.471,0.00745,0.658,0.0,0.0803,-4.433,0.0306,149.944,4,0.265,0,0,0,1
1112,だから,だから,よせい,2020-12-22,254105,0,0,1,0.523,0.804,0.347,5.73e-05,0.114,-7.919,0.0284,72.915,4,0.161,0,0,0,1
1113,Song for…,TRUNK,HY,2004,289360,51,4,1,0.426,0.64,0.339,0.0,0.129,-7.498,0.0348,73.382,4,0.243,0,0,0,1
1114,NAO,Confidence,HY,2006-04-12,366773,53,2,1,0.561,0.491,0.422,0.0,0.197,-6.602,0.0292,75.982,4,0.255,0,0,0,1
1115,366日,HeartY,HY,2008-04-16,352506,60,8,1,0.378,0.675,0.426,0.0,0.207,-7.314,0.0308,152.03,4,0.184,0,0,0,1
1116,memory,memory,asmi,2020-12-02,182110,52,7,1,0.563,0.528,0.565,0.125,0.143,-5.757,0.03,85.01,4,0.271,0,0,0,1
1117,アノデーズ,sasayaki,なきごと,2020-03-25,189983,15,9,1,0.476,0.0455,0.7,0.0374,0.366,-5.795,0.0335,175.817,4,0.364,0,0,0,1
1118,雨と僕の話,MAGIC,back number,2019-03-27,233986,51,7,1,0.395,0.0342,0.625,0.0,0.107,-4.031,0.029,148.08,4,0.388,0,0,0,1
1119,勿忘,Grower,Awesome City Club,2021-02-10,251533,65,6,0,0.448,0.234,0.447,0.0,0.382,-7.161,0.045,78.861,4,0.299,0,0,0,1
1120,half-moon,half-moon,FAKY,2020-02-26,217683,35,11,1,0.689,0.346,0.578,0.0,0.327,-5.95,0.0307,107.021,4,0.427,0,0,0,1
1121,夢灯籠,君の名は。,RADWIMPS,2016-11-16,129186,0,8,1,0.213,0.0301,0.864,9.68e-05,0.0465,-5.71,0.401,177.921,3,0.13,0,0,0,1
1122,Sucker for You,Trouble,Matt Terry,2017-11-24,203813,50,0,1,0.874,0.218,0.649,0.0,0.337,-4.385,0.0833,95.004,4,0.712,0,1,0,1
1123,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,78,1,0,0.498,0.511,0.59,0.0,0.107,-4.721,0.032,145.867,4,0.0784,0,0,0,1
1124,Hikari,Hikari,androp,2018-08-02,238333,53,6,1,0.491,0.378,0.451,0.0,0.117,-5.199,0.0303,85.287,4,0.371,0,1,0,1
1125,napori,strobo,Vaundy,2020-05-27,203787,1,11,1,0.88,0.417,0.356,0.0,0.0997,-7.802,0.297,129.822,4,0.468,0,1,0,2
1126,黄色,黄色,back number,2021-09-27,297997,60,4,0,0.352,0.251,0.791,0.0,0.307,-3.27,0.0797,169.638,4,0.511,0,0,0,1
1127,色香水,色香水,Yoh kamiyama,2021-03-10,253053,51,7,1,0.615,0.0591,0.856,0.000172,0.289,-5.185,0.0276,147.988,4,0.726,0,0,0,1
1128,花のように,花のように,eill,2021-08-11,199565,42,9,1,0.579,0.12,0.569,0.0,0.175,-5.424,0.075,92.202,4,0.605,0,0,0,1
1129,Chained,Amulet,SHE'S,2021-10-06,226080,47,2,1,0.372,0.114,0.616,0.000269,0.122,-6.198,0.0384,170.126,4,0.319,0,0,0,1
1130,春愁,"Love me, Love you",Mrs. GREEN APPLE,2018-02-14,183800,65,10,1,0.724,0.0121,0.444,0.0,0.123,-4.903,0.0412,129.962,4,0.739,0,0,0,1
1131,ブルーベリー・ナイツ,hope,Macaroni Empitsu,2020-04-01,244869,66,5,1,0.66,0.278,0.865,0.0,0.0931,-3.642,0.0277,106.008,4,0.772,0,0,0,1
1132,YOKAZE,ZURUMUKE,HENTAI SHINSHI CLUB,2021-06-16,269547,68,10,1,0.642,0.293,0.587,0.0,0.0784,-5.53,0.0268,89.96,4,0.361,0,0,0,2
1133,ベテルギウス,ベテルギウス,Yuuri,2021-11-04,230393,67,5,1,0.432,0.199,0.68,0.0,0.481,-4.839,0.0431,180.002,4,0.685,0,0,1,2
1134,ハッピーエンドへの期待は,ハッピーエンドへの期待は,Macaroni Empitsu,2021-12-22,212569,49,4,1,0.393,0.0346,0.8,0.0,0.219,-4.247,0.0968,148.182,4,0.496,0,0,0,1
1135,Way Back Home,Take,SHAUN,2018-06-27,214136,71,10,1,0.745,0.405,0.739,0.000183,0.127,-4.591,0.0327,99.913,4,0.556,0,0,0,1
1136,CITRUS,SiX,Da-iCE,2021-01-20,248653,72,1,1,0.549,0.22,0.861,0.0,0.361,-2.526,0.0459,82.042,4,0.739,0,0,0,1
1137,napori,strobo,Vaundy,2020-05-27,203787,69,11,1,0.88,0.417,0.356,0.0,0.0997,-7.802,0.297,129.822,4,0.468,0,1,0,2
1138,不可幸力,strobo,Vaundy,2020-05-27,200243,67,11,0,0.69,0.0157,0.815,2.85e-06,0.0636,-5.227,0.0426,94.032,4,0.613,0,1,0,3
1139,よるのあと,adieu 1,adieu,2019-11-27,291880,54,6,1,0.674,0.519,0.365,1.23e-05,0.136,-8.141,0.0278,144.038,4,0.425,0,0,0,2
1140,しわあわせ,しわあわせ,Vaundy,2021-04-11,278250,62,5,1,0.494,0.00484,0.613,0.0,0.115,-6.813,0.0633,159.993,4,0.385,0,0,0,1
1141,ヤングアダルト,hope,Macaroni Empitsu,2020-04-01,258158,62,3,1,0.744,0.334,0.831,2.71e-06,0.0879,-4.8,0.0355,131.053,4,0.834,0,0,0,1
1142,すきにやる,ZIP ROCK STAR,HENTAI SHINSHI CLUB,2017-11-20,217037,0,1,1,0.7,0.15,0.689,0.0,0.156,-7.016,0.0857,93.132,4,0.713,0,0,0,2
1143,Flow love,HOMEMADE,SANARI,2019-07-05,212250,39,6,0,0.671,0.00394,0.345,0.0,0.423,-13.002,0.0378,129.002,4,0.531,0,0,0,1
1144,君と僕はさ,君と僕はさ,鈴木鈴木,2020-12-09,240912,45,11,1,0.51,0.204,0.352,0.0,0.137,-17.873,0.0329,74.984,4,0.427,0,0,0,1
1145,星を仰ぐ,星を仰ぐ,Masaki Suda,2021-02-01,293000,54,1,1,0.523,0.034,0.5,0.0,0.105,-4.551,0.0262,78.015,4,0.468,0,0,0,1
1146,YOKAZE,HERO,HENTAI SHINSHI CLUB,2020-04-30,270853,60,10,1,0.611,0.283,0.63,0.0,0.0715,-4.263,0.0268,89.966,4,0.388,0,0,0,2
1147,Don't Stop,Don't Stop,sloppy dim,2020-07-15,198533,40,7,0,0.706,0.557,0.487,0.0018,0.138,-3.298,0.0509,89.927,4,0.516,0,0,0,1
1148,ランデブー,おとぎばなし,sloppy dim,2019-09-02,201664,44,5,0,0.826,0.666,0.481,3.15e-06,0.119,-8.478,0.0444,95.999,4,0.934,0,0,0,1
1149,LOOP,SIRUP EP2,SIRUP,2018-08-01,305986,0,11,1,0.674,0.316,0.409,8.34e-06,0.101,-8.787,0.0618,79.997,4,0.289,0,0,0,1
1150,シャッター,シャッター,Yuuri,2021-07-07,247333,64,5,1,0.606,0.511,0.525,0.0,0.33,-7.432,0.0356,74.979,4,0.665,0,0,1,1
1151,相愛傘,相愛傘,sloppy dim,2020-02-28,194464,0,3,0,0.84,0.082,0.652,0.0,0.0544,-4.62,0.0963,94.984,4,0.623,0,0,0,1
1152,Summer Time,Summer Time,KAHOH,2020-08-21,169962,46,11,0,0.814,0.192,0.635,0.0,0.0748,-5.923,0.0515,99.992,4,0.586,0,0,0,1
1153,君の為のキミノウタ,I believe in you,Takaya Kawasaki,2018-03-14,313877,62,9,1,0.602,0.81,0.3,0.0,0.107,-6.686,0.0295,133.825,4,0.432,0,0,0,2
1154,泡沫の夜,泡沫の夜,nqrse,2021-07-24,217144,46,7,1,0.652,0.293,0.63,6.51e-05,0.139,-5.333,0.0296,83.994,4,0.917,0,0,0,1
1155,夜撫でるメノウ,夜撫でるメノウ / 幽霊東京,Ayase,2021-09-08,262800,65,10,1,0.702,0.0749,0.732,0.0,0.297,-6.803,0.0266,100.0,4,0.636,0,0,0,1
1156,曖昧,曖昧,WANIMA,2021-12-15,221167,55,11,0,0.684,0.047,0.893,0.0,0.344,-4.38,0.0506,123.962,4,0.758,0,0,0,1
1157,恋だろ,恋だろ,wacci,2022-04-15,282426,74,4,1,0.599,0.17,0.546,0.0,0.113,-6.795,0.0333,143.91,4,0.336,0,0,0,1
1158,I Need You,I Need You,Nissy,2022-07-07,217794,56,7,1,0.771,0.249,0.637,0.0,0.187,-2.945,0.0421,78.962,4,0.693,0,0,0,1
1159,紫陽花,紫陽花,Kyanai,2022-05-11,174677,54,6,0,0.636,0.102,0.841,0.0,0.0278,-7.224,0.0302,101.996,4,0.885,0,0,0,1
1160,How to,How to,Minty,2021-04-22,130106,50,0,1,0.742,0.792,0.415,0.0283,0.0909,-6.489,0.461,74.947,4,0.724,0,0,0,1
1161,HIPHOPは歌えない,HIPHOPは歌えない,Eito,2019-04-21,231893,39,9,1,0.747,0.786,0.357,0.0,0.11,-5.144,0.0502,119.471,4,0.62,0,0,0,1
1162,PLAYBOY - Remix,PLAYBOY (Remix),CREAM,2018-12-14,200268,48,10,1,0.816,0.0286,0.611,0.0,0.0757,-5.2,0.0449,99.003,4,0.68,0,0,0,1
1163,友達以上恋人未満,友達以上恋人未満,まつむら かなう,2022-07-13,262533,49,11,1,0.654,0.451,0.392,0.0,0.106,-8.611,0.035,137.933,4,0.462,0,0,0,1
1164,Overdose,Overdose,なとり,2022-09-07,197093,77,4,0,0.733,0.0307,0.598,1.7e-05,0.218,-9.453,0.0377,118.012,4,0.831,0,0,0,1
1165,Bones,Bones,Imagine Dragons,2022-03-11,165264,90,5,0,0.773,0.0206,0.742,0.0,0.0754,-3.678,0.046,114.071,4,0.571,0,0,0,1
1166,Ghost Of You,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,197411,77,10,1,0.458,0.0965,0.561,0.0,0.156,-4.819,0.0269,149.875,3,0.206,0,0,0,1
1167,MY PRAYER,MY PRAYER,THE RAMPAGE from EXILE TRIBE,2020-10-26,215931,44,0,1,0.425,0.592,0.575,0.0,0.0677,-5.167,0.0322,175.908,4,0.362,0,0,0,1
1168,Starlight,THE RIOT,THE RAMPAGE from EXILE TRIBE,2019-10-30,265093,44,0,1,0.584,0.313,0.726,0.0,0.197,-5.283,0.0531,151.944,4,0.329,0,0,0,1
1169,INTO THE LIGHT,INVISIBLE LOVE,THE RAMPAGE from EXILE TRIBE,2020-04-22,228266,41,9,1,0.466,0.407,0.73,0.0,0.367,-2.75,0.0316,148.933,4,0.34,0,0,0,1
1170,Who Am I?,Soul Searching,Bazzi,2019-08-09,171818,43,5,1,0.586,0.523,0.513,0.0,0.177,-6.347,0.0336,88.007,4,0.215,0,0,0,1
1171,不思議,不思議,Gen Hoshino,2021-04-27,290000,61,3,1,0.753,0.0512,0.574,3.71e-06,0.141,-4.57,0.0483,89.024,4,0.527,0,0,0,1
1172,Naked,Naked,James Arthur,2017-11-24,234106,72,6,1,0.529,0.104,0.607,0.0,0.0631,-6.781,0.0574,101.966,4,0.238,0,0,0,1
1173,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,83,3,1,0.6,0.225,0.663,0.0,0.119,-5.802,0.0477,121.07,4,0.286,0,1,0,1
1174,the 1,folklore,Taylor Swift,2020-07-24,210251,77,0,1,0.777,0.757,0.357,7.28e-06,0.108,-6.942,0.0522,139.883,4,0.172,0,0,0,1
1175,Paper Cuts,Paper Cuts,EXO-CBX,2019-04-10,218989,61,7,1,0.573,0.32,0.512,0.0,0.103,-4.723,0.0287,130.897,4,0.207,0,0,0,1
1176,My Everything,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,2020-11-23,221240,57,7,1,0.605,0.869,0.321,0.0,0.101,-7.742,0.0288,71.981,3,0.466,0,0,0,1
1177,Break into the Dark,Break into the Dark,Valentine,2017-08-16,228855,43,11,1,0.647,0.593,0.48,0.0,0.143,-6.584,0.0282,111.904,4,0.204,0,0,0,1
1178,旅路,旅路,Fujii Kaze,2021-03-01,277333,55,9,1,0.59,0.0711,0.556,3.24e-06,0.08,-7.124,0.07,171.936,4,0.749,0,0,0,1
1179,Ghost,Justice,Justin Bieber,2021-03-19,153190,89,2,1,0.601,0.185,0.741,2.91e-05,0.415,-5.569,0.0478,153.96,4,0.441,0,0,0,1
1180,Are you happy?,Sad Songs,shy martin,2020-08-07,157555,69,9,0,0.632,0.714,0.578,0.0,0.42,-7.657,0.0905,139.324,4,0.297,0,0,0,1
1181,dna,gg bb xx,LANY,2021-09-03,177382,62,11,1,0.693,0.251,0.572,0.0,0.116,-8.486,0.0467,100.074,4,0.519,0,0,0,1
1182,Voice,gene,Pay money To my Pain,2013-11-13,485880,46,10,1,0.171,0.00055,0.766,0.000983,0.269,-3.292,0.0459,176.588,4,0.15,0,0,0,1
1183,A Thousand Years,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,285120,73,10,1,0.421,0.309,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,0.161,0,0,0,1
1184,アスヒ,瀬と瀬,上野大樹,2020-12-02,312130,33,5,1,0.579,0.336,0.41,0.0,0.104,-8.313,0.0271,80.041,4,0.502,0,0,0,1
1185,Bad Day,Daniel Powter,Daniel Powter,2005-02-22,233640,76,3,1,0.599,0.448,0.785,0.00336,0.151,-4.013,0.0309,140.046,4,0.52,0,0,0,1
1186,Wolves,Wolves,Selena Gomez,2017-10-25,197993,81,11,0,0.724,0.124,0.804,0.0,0.204,-4.614,0.0448,124.987,4,0.306,0,0,0,1
1187,Tie Me Down (with Elley Duhé),Tie Me Down (with Elley Duhé),Gryffin,2018-08-03,218295,66,6,1,0.548,0.135,0.839,0.0,0.102,-2.371,0.0644,98.932,4,0.314,0,0,0,1
1188,All I Wanna Do,EVERYTHING YOU WANTED,Jay Park,2016-10-20,209392,67,8,1,0.613,0.245,0.668,0.0,0.0735,-6.867,0.267,96.176,4,0.509,0,0,0,1
1189,B.Y.S.,always,keshi,2020-10-23,165154,65,9,1,0.632,0.508,0.653,0.0,0.265,-6.646,0.0379,99.997,4,0.355,0,0,0,1
1190,水平線,水平線,back number,2021-08-13,285396,75,10,1,0.419,0.011,0.75,0.0,0.159,-3.546,0.0316,145.867,4,0.436,0,0,0,1
1191,Better Days,Super One -The 1st Album,SuperM,2020-09-25,234640,52,0,1,0.618,0.487,0.642,0.0,0.0821,-4.312,0.0326,145.837,4,0.546,0,0,0,1
1192,夜永唄,ラムダに対する見解,KAMI WA SAIKORO WO FURANAI,2019-05-22,270754,55,11,1,0.531,0.525,0.487,0.0,0.0935,-6.744,0.0406,134.9,4,0.521,0,0,0,1
1193,天体観測,天体観測,BUMP OF CHICKEN,2001-03-14,264106,49,1,1,0.359,0.394,0.957,0.0,0.0904,-2.819,0.11,165.113,4,0.503,0,0,1,1
1194,猫,僕たちがやりました,DISH//,2017-08-15,276040,67,3,1,0.506,0.113,0.769,0.0,0.0828,-5.326,0.0363,154.044,4,0.536,0,0,0,1
1195,クロノスタシス,クロノスタシス,BUMP OF CHICKEN,2022-04-11,339870,64,0,1,0.699,0.0963,0.738,5.42e-05,0.163,-7.487,0.0259,120.001,4,0.671,0,0,0,1
1196,Rainbow,Hot Sauce - The 1st Album,NCT DREAM,2021-05-10,231773,61,10,1,0.555,0.529,0.705,0.0,0.105,-4.314,0.0482,133.005,4,0.409,0,0,0,1
1197,Another Day Goes By,Another Day Goes By,Lizabet,2022-01-31,241043,45,11,1,0.477,0.513,0.516,0.0,0.11,-6.607,0.0291,85.098,4,0.331,0,0,0,1
1198,tonight,Life is Beautiful,HIRAIDAI,2016-06-15,249706,50,2,1,0.672,0.733,0.414,0.0,0.0908,-7.6,0.0292,76.001,4,0.396,0,0,0,1
1199,Beautiful days,Beautiful days,ARASHI,2008-11-05,292432,47,0,1,0.576,0.239,0.816,0.0,0.47,-3.481,0.0328,120.04,4,0.728,0,0,0,1
1200,Hold My Hand,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga,2022-05-27,225280,75,7,1,0.53,0.0403,0.612,0.0,0.393,-4.286,0.0331,148.009,3,0.264,0,0,0,1
1201,うたかた歌,うたかた歌,RADWIMPS,2021-08-06,350626,45,7,1,0.608,0.04,0.412,0.0,0.255,-5.655,0.0261,129.835,4,0.275,0,0,0,1
1202,僕のミニ四駆,存在証明,ReN,2018-08-15,198106,28,6,1,0.748,0.678,0.48,0.0,0.103,-7.064,0.0436,92.987,4,0.736,0,0,0,1
1203,Astronaut,Be Love,Kris Roche,2013-03-08,241880,16,1,1,0.606,0.007,0.836,0.000124,0.0938,-6.658,0.0345,100.015,4,0.585,0,0,0,1
1204,Angel Baby,Angel Baby,Troye Sivan,2021-09-09,220779,83,11,1,0.559,0.0145,0.559,0.0,0.138,-6.425,0.0358,72.498,4,0.338,0,0,0,1
1205,プラネタリウム,orbital period,BUMP OF CHICKEN,2007-12-19,332760,43,6,1,0.588,0.165,0.659,1.19e-05,0.0734,-5.698,0.0263,116.025,4,0.467,0,0,0,1
1206,Think About You,Think About You,Joosiq,2021-09-22,212608,53,10,1,0.745,0.673,0.567,0.0,0.171,-4.888,0.0341,92.033,4,0.806,0,0,0,1
1207,Sleepless Night,Sleepless Night,yama,2021-06-21,257306,42,9,1,0.467,0.233,0.549,0.0,0.115,-6.449,0.027,157.998,4,0.251,0,0,0,1
1208,In The Stars,In The Stars,Benson Boone,2022-04-29,216410,86,10,1,0.362,0.338,0.54,0.0,0.139,-6.031,0.0528,78.007,3,0.3,0,0,0,1
1209,Starboy,Starboy,The Weeknd,2016-11-25,230453,90,7,1,0.679,0.141,0.587,6.35e-06,0.137,-7.015,0.276,186.003,4,0.486,0,0,0,1
1210,Strawberries & Cigarettes,Strawberries & Cigarettes,Troye Sivan,2018-03-16,201538,83,9,1,0.578,0.162,0.537,0.0,0.076,-8.676,0.0832,83.909,4,0.25,0,0,0,1
1211,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,86,10,1,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4,0.494,0,0,0,1
1212,Breathe,Breathe,kenzie,2017-09-27,208950,61,1,0,0.716,0.495,0.451,0.0,0.121,-6.423,0.0336,100.0,4,0.461,0,0,0,1
1213,僕らまた,僕らまた,SG,2021-04-04,197307,66,10,1,0.679,0.713,0.298,0.0,0.0917,-13.374,0.168,77.91,4,0.698,0,0,0,1
1214,Overdose,Overdose,Night to Lie,2022-08-17,271600,10,9,1,0.706,0.748,0.488,0.176,0.115,-12.643,0.0379,149.9,4,0.66,0,0,0,1
1215,あーあ。,あーあ。,ReN,2021-04-09,168762,55,1,1,0.636,0.208,0.509,0.0,0.108,-8.079,0.0639,169.896,4,0.379,0,0,0,1
1216,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,88,8,1,0.672,0.859,0.52,0.0,0.115,-7.747,0.0353,120.001,4,0.37,0,0,0,1
1217,starting over,starting over,J SOUL BROTHERS III,2015-04-15,258626,35,4,1,0.508,0.516,0.564,0.0,0.146,-5.186,0.042,84.801,4,0.437,0,0,0,1
1218,H.O.L.Y.,Dig Your Roots,Florida Georgia Line,2016-08-26,194186,71,7,0,0.523,0.401,0.666,0.0,0.0728,-4.081,0.0327,78.077,4,0.564,0,0,0,1
1219,Don't Love U,Rover,Lazyy,2018-11-20,202545,8,6,1,0.736,0.738,0.481,0.0,0.11,-8.246,0.102,133.877,4,0.384,0,0,0,1
1220,宝物,感情百景,wacci,2017-08-16,326693,51,2,1,0.5,0.00625,0.649,0.0,0.24,-4.567,0.0247,83.986,4,0.464,0,0,0,1
1221,The Hardest,Who I Am,milet,2020-11-30,227213,41,0,1,0.557,0.693,0.384,0.0,0.102,-7.533,0.038,75.057,4,0.286,0,0,0,1
1222,ONE IN A MILLION,TWICEcoaster : LANE1,TWICE,2017-02-24,175256,37,11,1,0.599,0.146,0.732,0.0,0.204,-2.468,0.0324,89.87,4,0.424,0,0,0,1
1223,You Are The Reason,Only Human (Deluxe),Calum Scott,2018-03-09,204326,82,10,1,0.329,0.918,0.235,0.0,0.137,-7.699,0.0303,171.006,3,0.22,0,0,0,1
1224,My Oh My,My Oh My,James Smith,2021-01-29,159381,59,10,0,0.398,0.598,0.493,0.0,0.121,-6.988,0.0728,92.548,5,0.345,0,0,0,1
1225,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,88,1,1,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,0.446,0,0,0,1
1226,Stay With Me,In The Lonely Hour (Japanese Edition),Sam Smith,2014-01-01,172723,49,0,1,0.56,0.52,0.429,7.06e-05,0.105,-6.267,0.0377,85.036,4,0.161,0,0,0,1
1227,僕は今日も,strobo,Vaundy,2020-05-27,327547,0,7,1,0.554,0.269,0.552,4.04e-06,0.171,-5.89,0.033,139.996,4,0.291,0,0,0,1
1228,Bye by me,strobo,Vaundy,2020-05-27,242415,0,0,1,0.634,0.375,0.655,1.41e-05,0.109,-4.333,0.0229,96.016,4,0.691,0,0,0,1
1229,怪獣の花唄,strobo,Vaundy,2020-05-27,224806,0,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,0,1,0,1
1230,寄り酔い,寄り酔い,和ぬか,2021-02-15,216959,58,6,0,0.591,0.14,0.665,0.00103,0.382,-6.525,0.153,118.195,4,0.694,0,0,0,1
1231,世界の秘密,世界の秘密,Vaundy,2020-12-27,221250,0,6,0,0.683,0.142,0.53,0.0,0.0978,-6.749,0.0614,159.969,4,0.823,0,1,0,1
1232,Fall In Love,Fall In Love,TEN's UNIQUE,2021-01-01,266373,37,8,1,0.66,0.194,0.703,0.0,0.054,-6.036,0.0303,90.809,4,0.777,0,0,0,1
1233,青春日記,青春日記,Ryukku to Soine Gohan,2020-03-04,209440,50,10,0,0.556,0.0597,0.719,0.000315,0.0728,-5.376,0.0845,99.164,4,0.535,0,0,0,1
1234,imagine if,we,gnash,2019-01-11,197216,62,8,1,0.907,0.568,0.452,0.0,0.244,-6.673,0.187,92.063,4,0.691,0,0,0,1
1235,東京フラッシュ,strobo,Vaundy,2020-05-27,258858,0,2,1,0.628,0.00255,0.634,7.24e-06,0.0456,-5.508,0.0322,97.99,4,0.606,0,0,0,2
1236,life hack,strobo,Vaundy,2020-05-27,226443,0,11,0,0.711,0.0233,0.655,0.00045,0.115,-5.987,0.047,90.981,4,0.759,0,0,0,2
1237,不可幸力,strobo,Vaundy,2020-05-27,200243,1,11,0,0.69,0.0157,0.815,2.85e-06,0.0636,-5.227,0.0426,94.032,4,0.613,0,1,0,3
1238,アンコール,THE BOOK,YOASOBI,2021-01-06,271440,66,2,1,0.682,0.283,0.669,1e-06,0.145,-4.741,0.0275,81.999,4,0.831,0,0,0,1
1239,琥珀色の街、上海蟹の朝,琥珀色の街、上海蟹の朝,Quruli,2016-07-06,317066,54,5,1,0.698,0.0582,0.607,2.3e-05,0.62,-8.744,0.0369,90.011,4,0.723,0,0,0,1
1240,My Way,Def Tech,Def Tech,2005-01-22,305000,58,6,1,0.816,0.321,0.719,0.0,0.139,-7.064,0.108,100.023,4,0.635,0,0,0,1
1241,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,1,0,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,95.977,4,0.931,0,0,0,1
1242,I'm Not The Only One,In The Lonely Hour (Japanese Edition),Sam Smith,2014-01-01,239316,47,5,1,0.688,0.49,0.474,4.48e-06,0.0846,-5.894,0.0344,81.976,4,0.482,0,0,0,1
1243,灯火,strobo,Vaundy,2020-05-27,178892,0,4,1,0.627,0.0418,0.67,0.00213,0.0818,-6.619,0.0368,110.004,4,0.537,0,0,0,1
1244,恋人ごっこ,hope,Macaroni Empitsu,2020-04-01,200219,66,1,1,0.438,0.124,0.646,0.0,0.0603,-5.301,0.0361,102.033,4,0.745,0,1,0,1
1245,Bluma to Lunch,BLOOM SQUAD,BLOOM VASE,2020-12-19,159040,61,7,1,0.756,0.034,0.726,0.000455,0.119,-5.388,0.0489,123.98,4,0.792,0,0,0,1
1246,東京の冬,東京の冬,A夏目,2021-02-10,188869,0,6,0,0.496,0.0491,0.832,0.0,0.169,-6.603,0.0445,90.378,4,0.387,0,0,0,1
1247,水流のロック,瞼瞼,Natsuko Nisshoku,2014-08-20,179173,4,11,1,0.693,0.714,0.633,5.05e-05,0.149,-4.947,0.0338,150.043,4,0.894,0,0,0,1
1248,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,85,4,1,0.609,0.835,0.378,0.0,0.28,-9.828,0.438,100.418,4,0.515,0,0,0,1
1249,,,Various Artists,0000,0,0,1,0,0.549,0.0856,0.498,0.0,0.732,-7.06,0.0322,87.993,4,0.466,0,0,0,0
1250,YY,YY,ロイ-RöE-,2021-07-21,202832,49,3,1,0.589,0.00342,0.78,0.0105,0.37,-5.047,0.0389,129.992,4,0.631,0,0,0,1
1251,アカリ,アカリ,GReeeeN,2021-07-26,177306,53,1,1,0.58,0.118,0.793,0.0,0.157,-7.383,0.135,170.045,4,0.567,0,0,0,1
1252,たぶんMaybe明治 feat. あ、たぎれんたろう,レキシチ,Rekishi,2022-04-20,211746,48,11,0,0.78,0.0281,0.753,4.2e-06,0.126,-4.011,0.0396,114.014,4,0.888,0,0,0,1
1253,魔法にかけられて,魔法にかけられて,Saucy Dog,2022-03-25,254934,62,7,1,0.608,0.546,0.581,3.44e-06,0.124,-5.399,0.0271,82.005,4,0.572,0,0,1,2
