,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,sunny,cloudy,rainy
1159,つつみ込むように・・・,Super Best Records -15th Celebration-,MISIA,2013-02-20,346000,0,1,1,0.61,0.0663,0.868,0.000209,0.253,-3.522,0.0376,80.03,4,0.604,0,0,2
1160,光るなら,Milk,Goose house,2015-02-25,252133,0,6,0,0.491,0.391,0.879,0.0,0.342,-2.722,0.0652,160.092,4,0.571,0,0,1
1161,夏をあきらめて,研ナオコ ベスト・コレクション32,Naoko Ken,2008-02-20,217373,40,1,0,0.684,0.641,0.539,0.000139,0.15,-9.166,0.0309,115.934,4,0.852,0,0,1
1162,youthful days,youthful days,Mr.Children,2001-11-07,317066,0,4,1,0.471,0.00659,0.932,2.45e-05,0.036,-5.309,0.0604,148.257,4,0.483,0,0,1
1163,どうぞこのまま,レトロモダン~誘い,Keiko Maruyama,2018-02-21,240333,0,10,0,0.443,0.928,0.194,0.0322,0.115,-12.32,0.033,114.886,4,0.233,0,0,1
1164,やさしさに包まれたなら,MISSLIM,Yumi Arai,1974-10-05,191726,60,6,1,0.501,0.394,0.689,3.33e-05,0.0955,-7.087,0.0288,105.538,4,0.616,0,0,1
1165,It Never Rains in Southern California,It Never Rains In Southern California,Albert Hammond,1972-08-16,233506,66,9,1,0.626,0.124,0.565,0.0,0.0811,-10.027,0.0271,116.61,4,0.924,0,0,1
1166,てぃーんず ぶるーす,ABSOLUTE SINGLES~A面コレクション~,Shinji Harada,1994-11-18,228573,33,2,1,0.661,0.553,0.453,1.12e-06,0.148,-13.231,0.0294,124.411,4,0.865,0,0,1
1167,群青日和,教育,Tokyo Incidents,2004-11-25,213266,55,9,1,0.105,4.26e-05,0.96,0.269,0.0843,0.028,0.0629,180.798,4,0.333,0,0,1
1168,教室,森川美穂 VERY BEST SONGS 35,森川美穂,2020-07-15,215373,27,11,0,0.637,0.362,0.777,0.0,0.287,-3.506,0.0255,93.507,4,0.482,0,0,1
1169,翼の折れたエンジェル,Be True,Ayumi Nakamura,1985,272240,48,4,1,0.685,0.0319,0.713,0.0,0.13,-10.021,0.029,120.913,4,0.521,0,0,1
1170,ドラマティック・レイン,稲垣潤一25周年ベスト Rainy Voice,Junichi Inagaki,2007-09-05,225026,30,0,1,0.67,0.0684,0.798,0.000292,0.0812,-4.446,0.0367,128.045,4,0.453,0,0,2
1171,さみしがり屋の言葉達,THE BEST '03~'09,Yuko Ando,2009-04-15,327880,7,5,1,0.591,0.509,0.723,0.0221,0.126,-6.776,0.0345,147.956,4,0.642,0,0,1
1172,フラワーズ・イン・ザ・レイン ~心わけあいたいエンジェル~,"THE BEST OF GINJI Sony Music Edition 1982-1985, 1993",Ginji Ito,2014-08-06,285626,0,7,1,0.64,0.239,0.802,0.0,0.337,-4.769,0.0287,121.988,4,0.736,0,0,1
1173,HEART STATION,HEART STATION,Hikaru Utada,2008-03-19,276626,0,1,0,0.684,0.151,0.751,3.45e-06,0.18,-4.548,0.0291,105.009,4,0.365,0,0,1
1174,Over the rain~ひかりの橋~,The BEST 2008-2014「MONUMENT」,flumpool,2014-05-21,282146,17,11,1,0.386,0.00448,0.594,1.91e-06,0.08,-5.996,0.0306,141.981,4,0.382,0,0,2
1175,雨の街,夢の樹,Takako Okamura,1985-10-19,182800,0,9,0,0.51,0.69,0.459,4.03e-06,0.124,-9.324,0.0276,61.478,4,0.576,0,0,1
1176,Raining,クムイウタ,Cocco,1998-05-13,330791,39,6,1,0.452,0.185,0.584,0.00516,0.108,-6.094,0.0301,80.092,4,0.412,0,0,1
1177,黄昏のビギン,時の扉,Hiroko Yakushimaru,2013-12-04,254506,26,4,1,0.225,0.952,0.244,0.00179,0.114,-11.414,0.0357,169.388,4,0.23,0,0,1
1178,雨の物語,フォーク・ソング ~歌姫 抒情歌~,Akina Nakamori,2008-12-24,200506,31,9,0,0.495,0.0818,0.506,0.0557,0.13,-7.92,0.0283,61.51,4,0.597,0,0,1
1179,親愛なる人へ,History II,沢田聖子,2004-10-21,369066,9,8,1,0.615,0.276,0.743,0.0,0.135,-5.905,0.03,120.904,4,0.437,0,0,1
1180,雨の日のサンシャイン,アーリーデイズ・ベスト,沢田聖子,2019-06-05,198146,8,5,1,0.717,0.447,0.72,5.18e-05,0.231,-7.122,0.0396,134.978,4,0.959,0,0,1
1181,umbrella,scent of memory,SEKAI NO OWARI,2021-07-21,278840,46,2,0,0.523,0.0499,0.703,0.0,0.189,-5.961,0.0449,139.971,4,0.308,0,0,2
1182,きみの て,きみの て,Every Little Thing,2005-10-26,290373,17,2,0,0.593,0.322,0.723,9.15e-06,0.108,-5.842,0.0268,111.494,4,0.481,0,0,1
1183,Apologies,Music is My Life,Miho Fukuhara,2010-06-16,300546,14,3,1,0.516,0.431,0.58,0.0,0.207,-6.093,0.0302,76.047,4,0.275,0,0,1
1184,湘南 My Love,BEST of TUBEst ~All Time Best~,TUBE,2015-07-15,270466,0,2,1,0.507,0.34,0.763,0.0,0.169,-4.597,0.0256,90.044,4,0.381,0,0,1
1185,雨にキッスの花束を,Ivory II,Miki Imai,1993-11-10,278760,15,4,1,0.725,0.322,0.806,3.57e-05,0.139,-6.786,0.0294,124.922,4,0.962,0,0,2
1186,Squall,Feeling Lady,Yuko Kanai,1978,199853,1,11,0,0.585,0.589,0.62,0.0,0.0841,-6.015,0.0334,79.699,4,0.454,0,0,1
1187,あいにく片想い,ゴールデン☆ベスト 桑田靖子,桑田靖子,2002-11-20,219226,5,9,0,0.627,0.034,0.751,0.000354,0.148,-6.186,0.0439,128.004,4,0.75,0,0,1
1188,かげろう,私のままで・・・+シングルコレクション,Mamiko Takai,2008-07-23,235506,1,5,1,0.715,0.169,0.732,0.00307,0.102,-8.256,0.0303,137.273,4,0.918,0,0,1
1189,Real Valentine,Music,EXILE ATSUSHI,2014-03-12,308160,26,11,0,0.512,0.0677,0.48,0.0,0.211,-5.551,0.0281,123.921,4,0.186,0,0,1
1190,Ice Rain,工藤静香ベスト,Shizuka Kudo,2001-12-05,362986,18,10,1,0.271,0.608,0.353,1.32e-05,0.0899,-9.313,0.0305,73.904,4,0.114,0,0,1
1191,Rain Forest,resonance,Mitsuko Komuro,2011,336740,0,7,0,0.533,0.0337,0.92,0.000269,0.198,-6.637,0.0358,135.984,4,0.121,0,0,1
1192,さよならだけは言わないで,残り火,Mayumi Itsuwa,1990-09-15,196160,0,4,0,0.322,0.623,0.505,2.21e-06,0.325,-13.049,0.0482,174.588,4,0.24,0,0,1
1193,雨とジャスミン,フリージアの雨,Yoko Oginome,1985-03-05,221666,3,1,0,0.576,0.423,0.684,2.54e-05,0.284,-5.178,0.0268,124.514,4,0.79,0,0,1
1194,ひとつの恋が終るとき,Road Show,Yumi Matsutoya,2011-04-06,320144,13,6,1,0.611,0.0112,0.678,0.00118,0.219,-7.745,0.0224,91.978,4,0.694,0,0,1
1195,Rainy Day Woman,Light Mellow,Miki Matsubara,2014-09-17,304600,1,4,0,0.705,0.276,0.682,2.71e-05,0.0799,-9.144,0.0346,119.651,4,0.834,0,0,1
1196,グッドラック・アンド・グッドバイ,TWIN BEST 岡崎 友紀,Yuki Okazaki,1997-03-19,240266,3,7,1,0.331,0.65,0.386,0.0,0.0578,-9.358,0.0401,76.23,4,0.307,0,0,1
1197,12月の雨,MISSLIM,Yumi Arai,1974-10-05,189506,50,3,1,0.612,0.482,0.62,0.000159,0.105,-9.581,0.0309,127.069,4,0.624,0,0,1
1198,青い傘,12ページの詩集,Hiromi Ota,1976-12-05,249146,0,11,0,0.57,0.694,0.389,0.000224,0.132,-10.11,0.0277,73.585,4,0.311,0,0,2
1199,It Will Rain,It Will Rain,Bruno Mars,2011-09-27,257847,63,2,1,0.574,0.359,0.824,0.0,0.0816,-6.885,0.0463,149.981,4,0.434,0,0,2
1200,18カラットの涙,GOLDEN☆BEST limited 浜田朱里 Single Collection,Juri Hamada,2010-03-27,216200,0,11,0,0.706,0.707,0.56,0.000165,0.389,-6.488,0.0366,129.712,4,0.758,0,0,1
1201,スコール,Sweets -Best of Ryoko Shinohara-,Ryoko Shinohara,1995,251093,0,1,1,0.63,0.651,0.583,0.0805,0.0958,-9.549,0.042,93.858,4,0.747,0,0,1
1202,傘クラゲ,HORIZON,Remioromen,2006-05-17,232160,24,7,1,0.453,0.0752,0.603,2.05e-06,0.0925,-5.412,0.0292,77.999,4,0.566,0,0,1
1203,雨の日のバースデー,スインギー,Masamichi Sugi,2017-07-26,187600,1,10,1,0.209,0.967,0.195,0.000261,0.125,-10.861,0.0286,84.575,3,0.0591,0,0,1
1204,ヒカリノアトリエ,ヒカリノアトリエ,Mr.Children,2017-01-11,277226,0,1,1,0.652,0.292,0.819,0.0,0.0526,-3.724,0.0286,111.02,4,0.702,0,0,1
1205,サヨナラから始めよう,あっ、ども。おひさしぶりです。,GReeeeN,2008-01-01,261906,37,1,1,0.682,0.0304,0.777,0.0,0.122,-5.302,0.024,100.02,4,0.726,0,0,1
1206,ブルードットの恋,島田奈美 ゴールデン☆ベスト,島田奈美,2011-05-18,237320,3,0,1,0.721,0.683,0.441,2.97e-06,0.075,-10.477,0.0286,117.582,4,0.4,0,0,1
1207,Bus Stop,太陽の東・月の西,Mikiko Noda,1988-04-21,221626,0,0,0,0.756,0.422,0.616,3.52e-05,0.0488,-13.461,0.0286,135.436,4,0.964,0,0,1
1208,CANDLE IN THE RAIN,GROWING UP “1983~1989”,Tetsuro Oda,2008-09-10,391666,0,0,1,0.511,0.0745,0.798,0.0,0.232,-5.221,0.0344,114.008,4,0.455,0,0,1
1209,Rain,BEST〜BOUNCE & LOVERS〜,Kumi Koda,2007-03-14,306120,21,1,0,0.652,0.0315,0.629,6.46e-06,0.0865,-6.417,0.0271,134.013,4,0.472,0,0,1
1210,雨と泪,ゆずイロハ1997-2017,YUZU,2017-04-26,208773,21,10,1,0.597,0.496,0.55,0.0,0.162,-5.883,0.0289,92.921,3,0.579,0,0,1
1211,追憶,追憶,Kenji Sawada,1974-07-10,285360,11,4,1,0.5,0.0406,0.791,3.05e-06,0.117,-7.867,0.0488,86.244,4,0.748,0,0,1
1212,蛍,10th Anniversary Best,Maiko Fujita,2016-11-23,295453,25,6,0,0.501,0.714,0.585,0.0,0.125,-8.28,0.0297,161.793,4,0.398,0,0,1
1213,蛍,蛍 / RUN,Remioromen,2007-05-09,304000,5,0,1,0.419,0.115,0.616,4.94e-06,0.109,-5.225,0.0314,163.826,4,0.138,0,0,1
1214,蒼の世界,HORIZON,Remioromen,2006-05-17,295333,26,2,1,0.486,0.00322,0.87,9.25e-06,0.262,-4.083,0.0324,139.064,4,0.573,0,0,1
1215,I×U,I×U,SILENT SIREN,2013-10-30,343546,11,7,1,0.487,0.225,0.68,4.71e-06,0.0821,-4.304,0.0342,180.013,4,0.26,0,0,1
1216,ソプラノ,いきものばかり~メンバーズBESTセレクション~,Ikimonogakari,2010-11-03,353106,0,4,1,0.561,0.0346,0.615,0.0,0.147,-4.812,0.0242,141.998,4,0.434,0,0,1
1217,そして僕は途方に暮れる,The LEGEND,Yoshiyuki Osawa,1983,255733,0,0,1,0.875,0.198,0.82,0.000891,0.0806,-8.21,0.0283,120.133,4,0.827,0,0,2
1218,赤い実ハジケタ恋空の下,あいことば,LGMonkees,2012-11-28,258105,0,11,1,0.518,0.617,0.785,0.0,0.0706,-2.647,0.0942,173.994,4,0.877,0,0,1
1219,雨唄,C、Dですと!?,GReeeeN,2015-06-24,264413,17,0,1,0.563,0.0155,0.57,0.0,0.16,-6.787,0.0362,159.958,4,0.524,0,0,2
1220,雨のち晴れ,MY LIFE,INFINITY16,2012-01-01,273866,34,4,1,0.576,0.0409,0.636,0.0,0.395,-4.82,0.0985,89.831,4,0.304,0,0,1
1221,レイニィガール,SUNRISE,Idoling!!!,2010-03-03,269640,1,0,1,0.724,0.24,0.914,6.91e-06,0.0932,-6.185,0.0286,106.007,4,0.903,0,0,1
1222,ベルベット・イースター,YUMING BRAND,Yumi Arai,1976-06-20,225973,27,7,0,0.523,0.55,0.43,0.00978,0.242,-10.015,0.028,118.878,4,0.164,0,0,1
1223,TAXI,WOMAN,鈴木 聖美 with Rats & Star,2013-04-10,280160,0,7,1,0.615,0.551,0.429,5.01e-06,0.0944,-6.725,0.0251,70.007,4,0.224,0,0,1
1224,虹をこえて,花鳥風月,Remioromen,2010-03-03,262800,9,3,1,0.58,0.00224,0.932,0.0,0.287,-5.614,0.0474,137.983,4,0.744,0,0,1
1225,相合傘,HAPPY END PARADE~tribute to はっぴぃえんど~,Various Artists,2002-05-22,213733,1,7,1,0.76,0.203,0.536,0.0051,0.161,-7.164,0.0472,87.035,4,0.811,0,0,1
1226,12月の雨の日,HAPPY END PARADE~tribute to はっぴぃえんど~,Various Artists,2002-05-22,200066,21,5,1,0.511,0.000985,0.873,0.0793,0.0909,-6.875,0.0312,98.404,4,0.582,0,0,1
1227,レイン,dead stock,SID,2011-02-23,255533,0,1,0,0.585,0.0286,0.795,0.0,0.122,-4.905,0.0293,94.964,4,0.666,0,0,1
1228,雨のち晴れ,Atomic Heart,Mr.Children,1994-09-01,334360,0,5,0,0.685,0.207,0.772,0.0,0.13,-7.048,0.0575,98.352,4,0.865,0,0,2
1229,Raining,こううたう,Ko Shibasaki,2015-06-17,315466,13,6,1,0.427,0.141,0.673,0.0,0.208,-4.875,0.0277,159.901,4,0.5,0,0,1
1230,あじさい橋,GOLDEN☆BEST / 城之内早苗 ~アーリー・ヒッツ~,Sanae Jyounouchi,2002-11-20,253000,0,7,1,0.555,0.445,0.616,0.0,0.202,-5.917,0.0263,110.015,4,0.37,0,0,2
1231,にじいろ,レインボーロード,ayaka,2015-04-15,224720,57,2,1,0.643,0.121,0.569,0.0,0.0752,-4.401,0.0232,91.966,4,0.62,0,0,1
1232,Rain,Boys & Girls,Senri Oe,2018-08-05,216146,8,9,1,0.449,0.979,0.143,0.93,0.105,-21.75,0.0543,70.902,4,0.147,0,0,2
1233,桜の雨、いつか,いつか、桜の雨に・・・,Takako Matsu,2000-03-23,347706,42,1,1,0.587,0.52,0.535,0.0047,0.071,-10.289,0.0267,80.01,4,0.349,0,0,2
1234,LOST LOVE IN THE RAIN,Timely!!,Anri,1983-12-05,259066,39,0,1,0.627,0.0845,0.671,0.00502,0.193,-6.341,0.0244,98.928,4,0.432,0,0,1
1235,春の虹,春の虹,Shin Rizumu,2017-04-21,271706,0,10,0,0.596,0.106,0.825,0.00281,0.113,-5.592,0.0324,134.941,4,0.64,0,0,1
1236,つゆのあとさき,さだまさしベスト2,Masashi Sada,2004-03-24,346386,0,2,1,0.236,0.928,0.224,0.0182,0.0767,-13.693,0.0366,134.917,4,0.145,0,0,1
1237,真夏の雨,REBECCA COUPLING SONGS COLLECTION,REBECCA,1995-01-21,299266,0,9,0,0.652,0.00475,0.627,0.0189,0.229,-10.276,0.0324,115.055,4,0.303,0,0,2
1238,相合傘,相合傘,Ayame Goriki,2015-09-02,204320,0,2,1,0.734,0.0246,0.803,0.0,0.0465,-3.273,0.0277,106.465,4,0.802,0,0,1
1239,傘,Ceremony,King Gnu,2020-01-15,203213,0,10,1,0.709,0.374,0.88,0.0,0.0459,-4.322,0.0487,105.084,4,0.687,0,1,4
1240,にわか雨,40th 石川ひとみアンソロジー,Hitomi Ishikawa,2018-03-21,227013,8,8,1,0.728,0.431,0.694,0.0,0.0799,-5.682,0.0318,123.077,4,0.678,0,0,1
1241,ニワカ雨ニモ負ケズ (Album Mix),勇気も愛もないなんて,NICO Touches the Walls,2016-03-16,263493,0,1,1,0.379,0.00601,0.963,0.0,0.0679,-2.685,0.158,185.939,4,0.654,0,0,1
1242,おしゃれな雨音,FAIRY,Yukiko Okada,2015-09-16,261813,10,10,1,0.766,0.24,0.357,5.67e-05,0.0947,-9.132,0.0283,148.623,4,0.753,0,0,1
1243,雨の日のひとりごと,思い出は美しすぎて,Junko Yagami,1978-06-25,228440,11,0,1,0.549,0.75,0.382,0.0,0.304,-10.306,0.0358,133.685,4,0.333,0,0,1
1244,みずいろの雨,みずいろの雨,Junko Yagami,1978-09-05,204000,34,2,0,0.515,0.271,0.549,0.0,0.316,-6.354,0.0342,126.09,4,0.718,0,0,1
1245,雨の街を,"sweet, bitter sweet YUMING BALLAD BEST",Yumi Matsutoya,2001-11-14,260466,12,1,0,0.565,0.739,0.393,0.000845,0.143,-9.309,0.0244,75.537,4,0.229,0,0,2
1246,傘,傘,Eri Takenaka,2009-09-16,287600,0,9,1,0.427,0.565,0.366,1.7e-06,0.147,-7.382,0.0284,75.862,4,0.435,0,0,1
1247,傘,タイム・ラプス,Kinokoteikoku,2018-09-12,348840,30,4,1,0.478,0.228,0.647,3.78e-05,0.0968,-5.723,0.028,143.943,4,0.532,0,0,1
1248,ハマナスの記憶,女,Rumi Shishido,2012-08-15,253813,0,4,1,0.643,0.82,0.28,1.13e-06,0.921,-12.067,0.0383,100.086,4,0.451,0,0,1
1249,テンダー・レイン,高井麻巳子ベスト,Mamiko Takai,2002,296520,11,9,1,0.672,0.0497,0.951,0.167,0.0687,-6.082,0.0354,136.627,4,0.835,0,0,1
1250,サヨナラは雨の日・・・,Starting Over,SPEED,1997-05-21,273373,17,2,1,0.67,0.0233,0.516,0.00776,0.103,-8.097,0.0559,188.163,4,0.147,0,0,1
1251,雨降る東京,魔法の手,Toko Furuuchi,1998-08-19,247733,0,6,0,0.627,0.625,0.429,0.000349,0.121,-8.223,0.0401,171.849,4,0.698,0,0,1
1252,抱きしめたい,Kind of Love,Mr.Children,1992-12-01,324440,0,5,1,0.525,0.131,0.526,7.58e-06,0.107,-8.647,0.0265,144.027,4,0.379,0,0,2
1253,6月の雨,PRISM,Yumi Tanimura,1990-05-12,245013,0,6,1,0.443,0.573,0.798,0.00111,0.165,-5.307,0.0621,116.802,4,0.78,0,0,1
1254,雨の日のささやき(1997),初夏の頃,Shogo Hamada,1997-01-22,248133,0,9,1,0.566,0.0201,0.817,2.2e-06,0.315,-4.851,0.0285,126.052,4,0.673,0,0,1
1255,私は雨,憐哀-レンアイ-,SID,2004-12-22,272906,0,4,0,0.604,0.62,0.63,0.0,0.101,-6.322,0.0682,136.904,4,0.546,0,0,1
1256,紫陽花のうた,The Best of Shogo Hamada vol.1,Shogo Hamada,2006-08-09,298426,0,0,1,0.483,0.157,0.551,3.36e-05,0.232,-6.862,0.0256,77.927,4,0.291,0,0,1
1257,こんな夜は I MISS YOU,J.BOY,Shogo Hamada,1999,130759,32,10,1,0.746,0.285,0.522,0.0,0.142,-5.316,0.0293,95.261,4,0.772,0,0,1
1258,PS ポカンポカンと雨が降る,研ナオコ ベスト・コレクション32,Naoko Ken,2008-02-20,231853,14,6,0,0.712,0.459,0.636,0.00563,0.0826,-7.513,0.0278,123.923,4,0.847,0,0,1
1259,雨のラブソング,なみだ,Sonoko Inoue,2017-07-26,276293,16,11,0,0.649,0.0313,0.874,0.0,0.222,-4.662,0.0351,114.071,4,0.636,0,0,1
1260,春雨(Sampling:陰天),工作,大象體操 Elephant Gym,2017-04-01,266752,0,2,1,0.406,0.00598,0.811,0.612,0.0603,-7.019,0.0877,162.749,4,0.497,0,0,1
1261,この傘をたためば,Cicada,Noriyuki Makihara,1999-07-07,386160,0,6,1,0.573,0.578,0.416,0.000284,0.107,-11.971,0.0293,80.018,4,0.533,0,0,1
1262,シェルブールは霧雨,Strawberry Time,Seiko Matsuda,1987-05-16,225826,0,6,1,0.574,0.633,0.391,0.00166,0.124,-9.349,0.0243,79.979,4,0.317,0,0,1
1263,ハロー・トゥデイ(Hello Today),松原みき ベスト・コレクション,Miki Matsubara,2008-07-16,260013,12,5,1,0.737,0.142,0.734,8.14e-05,0.0881,-8.96,0.0375,130.762,4,0.876,0,0,1
1264,Les Parapluies de Cherbourg 映画 『シェルブールの雨傘』より,SARAH,Sarah Àlainn,2014-09-24,292120,7,11,0,0.449,0.879,0.472,0.000113,0.139,-8.906,0.0393,130.264,4,0.236,0,0,1
1265,嵐の女神,Utada Hikaru SINGLE COLLECTION VOL.2,Hikaru Utada,2010-11-24,256266,25,5,1,0.357,0.862,0.477,4.35e-05,0.0992,-7.039,0.0255,79.181,4,0.341,0,0,1
1266,Waitin' Beach,ヴァカンス、ヴァカンス,Mikiko Noda,1990-08-22,187866,0,10,1,0.678,0.0662,0.675,0.000616,0.109,-11.541,0.0242,103.997,4,0.832,0,0,1
1267,雨のリゾート,風立ちぬ,Seiko Matsuda,1981-10-07,260040,0,5,1,0.656,0.0918,0.791,2.96e-06,0.0983,-5.592,0.0273,132.109,4,0.784,0,0,1
1268,虹,ゆずイロハ1997-2017,YUZU,2017-04-26,323173,45,11,1,0.654,0.297,0.845,0.0,0.0851,-3.919,0.0505,113.006,4,0.461,0,0,2
1269,虹,うたい去りし花,Aqua Timez,2009-03-11,339440,0,10,1,0.595,0.000861,0.978,0.0,0.317,-3.82,0.0467,127.99,4,0.877,0,0,3
1270,虹,SINGLES 2004-2009,Fujifabric,2010-06-30,282826,20,8,1,0.435,0.000475,0.859,0.00261,0.0612,-5.981,0.0406,180.085,4,0.751,0,0,2
1271,恋の雨音,AMAZING TOYS,Kaoru Sudo,1982-04-21,187186,0,5,1,0.705,0.0808,0.78,0.0,0.172,-4.383,0.0273,127.41,4,0.893,0,0,1
1272,五月雨が過ぎた頃に,One Light,Kalafina,2015-08-12,261545,0,2,0,0.583,0.0286,0.505,8.79e-05,0.0679,-6.286,0.0235,92.965,4,0.621,0,0,1
1273,ENDLESS RAIN,BLUE BLOOD REMASTERED EDITION,X JAPAN,1989,396200,0,11,1,0.494,0.0177,0.662,0.000857,0.0595,-7.352,0.0271,77.728,4,0.215,0,0,1
1274,HAPPY,COSMONAUT,BUMP OF CHICKEN,2010-12-15,356013,42,6,1,0.624,0.00226,0.718,1.5e-05,0.366,-4.617,0.0278,120.04,4,0.836,0,0,1
1275,RAINY DAY HELLO,AMAZING TOYS,Kaoru Sudo,1982-04-21,258532,0,7,1,0.558,0.623,0.568,0.0,0.245,-5.382,0.0245,69.022,4,0.358,0,0,1
1276,雨と水曜日,アイドル・ミラクルバイブルシリーズ 松本典子 THE BEST ~Purity,Noriko Matsumoto,2003-12-03,263773,0,4,0,0.71,0.38,0.777,7.96e-05,0.0679,-6.262,0.0275,125.029,4,0.682,0,0,1
1277,雨に消えたあいつ,アイドル・ミラクルバイブルシリーズ 伊藤智恵理,伊藤 智恵理,2003-12-03,281866,0,7,1,0.596,0.0614,0.881,0.0,0.0805,-6.052,0.0323,133.131,4,0.525,0,0,1
1278,Ref:rain,Ref:rain / 眩いばかり,Aimer,2018-02-21,290146,0,7,1,0.454,0.0186,0.695,0.0,0.0952,-4.143,0.0314,77.996,4,0.271,0,0,2
1279,サマーナイト・トレイン,SEE THROUGH,Rats & Star,1984,352293,0,10,1,0.588,0.368,0.682,1.03e-06,0.355,-7.925,0.0909,88.845,4,0.649,0,0,1
1280,さらさら,CYCLE HIT 2006-2017 Spitz Complete Single Collection,SPITZ,2017-07-05,256533,21,4,1,0.561,0.0512,0.906,3.22e-05,0.168,-4.19,0.0284,135.948,4,0.469,0,0,1
1281,はじまりはいつも雨,THE HITS~CORNERSTONES 3~,Chikuzen sato,2005-07-01,265613,32,10,1,0.513,0.356,0.41,0.0,0.0771,-9.291,0.0346,179.992,4,0.33,0,0,1
1282,雨のタクシー,Re:Union,LEGO BIG MORL,2011-12-07,247986,8,3,1,0.634,0.0417,0.803,0.0,0.0757,-4.518,0.0591,98.014,4,0.629,0,0,1
1283,Rainy day,遥か遠くに見えていた今日,Hanako Oku,2017-05-17,356426,10,3,1,0.521,0.834,0.364,6.66e-05,0.18,-7.479,0.0279,78.343,4,0.298,0,0,1
1284,Forget-me-not,壊れた扉から,Yutaka Ozaki,1985-11-28,314773,0,2,1,0.52,0.0349,0.502,1.11e-06,0.147,-10.673,0.0271,74.726,4,0.173,0,0,1
1285,シンデレラ・エクスプレス,Neue Musik ~ YUMI MATSUTOYA COMPLETE BEST VOL.1,Yumi Matsutoya,1998-11-06,228731,11,0,1,0.76,0.48,0.433,0.0326,0.102,-9.04,0.0304,143.509,4,0.804,0,0,1
1286,雨の日に電話して,なぜ愛してるふりをするの,和久井映見,1992,252133,0,5,1,0.69,0.669,0.553,0.00578,0.133,-11.828,0.0275,123.007,4,0.594,0,0,1
1287,NIGHT RAIN,NIGHT RAIN,木原 さとみ,1991-09-01,214400,0,2,0,0.631,0.0532,0.743,0.00895,0.192,-8.5,0.0286,140.043,4,0.776,0,0,1
1288,雨の遊園地 - New Recording Version,青春の声が聴こえる,Sasuke,2016-08-31,303746,5,1,1,0.716,0.923,0.229,0.0,0.101,-8.784,0.0371,125.941,4,0.36,0,0,1
1289,ずっとそばに,REINCARNATION,Yumi Matsutoya,1983-02-21,265699,38,9,1,0.694,0.822,0.511,0.0032,0.102,-10.873,0.0263,101.135,4,0.485,0,0,1
1290,バスルーム・レイン,BLACK VELVET ~野田幹子 20th BEST~,Mikiko Noda,2007-12-19,300000,0,0,1,0.623,0.00893,0.94,0.0145,0.362,-5.776,0.0313,132.011,4,0.704,0,0,1
1291,アメフリ。,超ハジバム。,Hazzie,2013-01-01,289586,20,11,1,0.531,0.284,0.85,0.0,0.359,-5.618,0.0864,88.679,4,0.422,0,0,1
1292,ゼラニウム,LAND,YUZU,2013-05-01,271040,17,11,1,0.596,0.781,0.381,0.0,0.36,-7.738,0.0269,76.042,4,0.421,0,0,1
1293,Raining,MAN & WOMAN,Ms.OOJA,2014-05-28,277666,17,7,1,0.596,0.588,0.47,0.0,0.157,-6.276,0.029,76.01,4,0.239,0,0,1
1294,永い季節へ,PORTRAIT,Naomi Akimoto,1986-04-01,219773,2,0,1,0.687,0.312,0.322,0.00071,0.17,-17.015,0.0285,108.212,4,0.463,0,0,1
1295,天気雨,14番目の月,Yumi Arai,1976-11-20,185760,44,9,1,0.602,0.0125,0.799,0.104,0.0881,-8.656,0.0284,117.001,4,0.925,0,0,1
1296,八月の夢,ALL TIME BEST 〜福耳 20th Anniversary〜,Fukumimi,2018-08-21,423960,15,7,1,0.53,0.117,0.654,2.17e-06,0.117,-4.894,0.0261,132.104,4,0.476,0,0,1
1297,雨のリグレット,稲垣潤一25周年ベスト Rainy Voice,Junichi Inagaki,2007-09-05,276280,15,9,0,0.566,0.376,0.788,0.0,0.189,-5.474,0.0343,118.955,4,0.77,0,0,1
1298,霧雨で見えない,LA MEMOIRE,Hi-Fi Set,1991-11-21,281666,0,0,0,0.593,0.137,0.375,2.86e-05,0.237,-13.014,0.0255,86.981,4,0.269,0,0,1
1299,恋時雨,恋愛小説,Maiko Fujita,2015-12-02,275013,13,4,0,0.647,0.545,0.698,0.0,0.333,-6.114,0.034,123.072,4,0.429,0,0,1
1300,こぬか雨,デッドリイ・ドライブ (40周年記念デラックス・エディション),Ginji Ito,2017-05-24,354746,33,11,0,0.439,0.0342,0.45,0.00331,0.0487,-8.989,0.0263,128.654,4,0.272,0,0,1
1301,雨の街,家族行進曲,Humbert Humbert,2017-07-05,218173,0,0,1,0.647,0.351,0.488,0.000249,0.137,-7.166,0.0266,98.015,4,0.652,0,0,1
1302,紫陽花,薔薇とダイヤモンド,Tsubakiya Shijuso,2005-09-14,299400,25,0,1,0.516,0.0147,0.536,0.0,0.102,-6.042,0.0263,140.053,4,0.533,0,0,1
1303,虹,TIME TO GO,RIP SLYME,2003-07-16,299360,14,4,1,0.794,0.188,0.736,0.0053,0.107,-7.424,0.129,93.993,4,0.801,0,0,1
1304,雨にもっと打たれて,心に花が咲くように,和久井映見,1997,245866,0,7,0,0.641,0.13,0.52,0.0183,0.109,-8.076,0.0271,104.898,4,0.327,0,0,1
